,Ex,Ey,time,superpos,ratio,super_point_different,ratio2,percentage,rho
0,-61.0528,-62.167,1,3,0,0,0,0.0,1.125
1,-61.0528,-62.167,3,523,0,0,0,0.0,3.1434426229508197
2,-61.0528,-62.167,5,2333,0,0,0,0.0,3.8210399032648126
3,-61.0528,-62.167,10,17922,0,0,0,0.0,4.361845807540799
4,-61.0528,-62.167,15,50211,0,2,0,0.0001389854065323141,4.4892981236970115
5,-61.0528,-62.167,20,94738,0,73,0,0.0026637474913336983,4.456960408684546
6,-61.0528,-62.167,25,138338,0,318,0,0.007757232765770601,4.374591403620042
7,-61.0528,-62.167,30,180837,0,687,0,0.012674107554653629,4.336168250161424
8,-61.0528,-62.167,35,212069,0,794,0,0.012910569105691057,4.448276422764228
9,-61.0528,-62.167,40,241683,0,815,0,0.012144421761611707,4.601350042468224
10,-61.0528,-62.167,45,280970,0,834,0,0.01123762042713737,4.785892339823485
11,-61.0528,-62.167,50,326955,0,838,0,0.010196507878566649,4.978280708158423
12,-61.0528,-62.167,55,375990,0,854,0,0.00941513698252577,5.145195964941293
13,-61.0528,-62.167,60,425753,0,879,0,0.008844748996287016,5.284048258721486
14,-61.0528,-77.7087,1,3,0,0,0,0.0,1.125
15,-61.0528,-77.7087,3,536,0,0,0,0.0,3.3203463203463204
16,-61.0528,-77.7087,5,2345,0,0,0,0.0,3.8773006134969323
17,-61.0528,-77.7087,10,17929,0,0,0,0.0,4.367580766341097
18,-61.0528,-77.7087,15,50181,0,2,0,0.00013869625520110957,4.479958391123439
19,-61.0528,-77.7087,20,94771,0,73,0,0.0026669589361391203,4.462333771737542
20,-61.0528,-77.7087,25,138429,0,333,0,0.008141212136029143,4.384323888223357
21,-61.0528,-77.7087,30,180869,0,745,0,0.01375223819984125,4.338729625459177
22,-61.0528,-77.7087,35,212136,0,893,0,0.014536161346507577,4.453127797763417
23,-61.0528,-77.7087,40,241761,0,936,0,0.013963688442660858,4.606704360668944
24,-61.0528,-77.7087,45,281103,0,1025,0,0.013836019545908587,4.794484490159553
25,-61.0528,-77.7087,50,327211,0,1121,0,0.013682578818245066,4.993836126402129
26,-61.0528,-77.7087,55,376325,0,1184,0,0.013101693039725573,5.164269115857032
27,-61.0528,-77.7087,60,426130,0,1247,0,0.012595450688861056,5.304169528503899
28,-61.0528,-93.2504,1,3,0,0,0,0.0,1.125
29,-61.0528,-93.2504,3,530,0,0,0,0.0,3.2362869198312234
30,-61.0528,-93.2504,5,2328,0,0,0,0.0,3.798076923076923
31,-61.0528,-93.2504,10,17924,0,0,0,0.0,4.363482829799212
