,Ex,Ey,time,superpos,ratio,super_point_different,ratio2,percentage,rho
0,-61.0528,-62.167,1,0,0,0,0,0.0,1.0
1,-61.0528,-62.167,5,397,0,0,0,0.0,1.0993493493493494
2,-61.0528,-62.167,10,3881,0,0,0,0.0,1.1380058317331627
3,-61.0528,-62.167,15,10799,0,0,0,0.0,1.1428269121400891
4,-61.0528,-62.167,20,19699,0,0,0,0.0,1.139923570860325
5,-61.0528,-62.167,25,27940,0,0,0,0.0,1.1356363353916656
6,-61.0528,-62.167,30,36321,0,3,0,1.1283200818408166e-05,1.1366057123084676
7,-61.0528,-62.167,35,45927,0,7,0,2.357640608001832e-05,1.1546848002910002
8,-61.0528,-62.167,40,57433,0,12,0,3.807384422086637e-05,1.1822245912614182
9,-61.0528,-62.167,45,72946,0,21,0,6.191183754333828e-05,1.2150581381636358
10,-61.0528,-62.167,50,90990,0,30,0,8.178465011163605e-05,1.248052843788592
11,-61.0528,-62.167,55,110427,0,35,0,8.831358893809218e-05,1.2786344195904773
12,-61.0528,-62.167,60,130290,0,40,0,9.386454407644329e-05,1.305740286192995
13,-61.0528,-77.7087,1,0,0,0,0,0.0,1.0
14,-61.0528,-77.7087,5,391,0,0,0,0.0,1.0977011494252873
15,-61.0528,-77.7087,10,3849,0,0,0,0.0,1.13671236769198
16,-61.0528,-77.7087,15,10723,0,0,0,0.0,1.1416793287969875
17,-61.0528,-77.7087,20,19650,0,0,0,0.0,1.1395269574602545
18,-61.0528,-77.7087,25,27900,0,3,0,1.4560844917294401e-05,1.135415857730838
19,-61.0528,-77.7087,30,36361,0,22,0,8.275592269092168e-05,1.1367767320438456
20,-61.0528,-77.7087,35,46049,0,37,0,0.00012466937345216234,1.1551594588675305
21,-61.0528,-77.7087,40,57510,0,51,0,0.00016185337987940338,1.1825134877816565
22,-61.0528,-77.7087,45,73039,0,81,0,0.00023886829509966117,1.2153913753800512
23,-61.0528,-77.7087,50,91122,0,102,0,0.00027816790978632886,1.248502120348528
24,-61.0528,-77.7087,55,110542,0,113,0,0.0002852094901564866,1.2790055527511357
25,-61.0528,-77.7087,60,130353,0,124,0,0.00029102311052072013,1.3059333510137696
26,-61.0528,-93.2504,1,0,0,0,0,0.0,1.0
27,-61.0528,-93.2504,5,395,0,0,0,0.0,1.09879939969985
28,-61.0528,-93.2504,10,3895,0,0,0,0.0,1.1385726483563399
29,-61.0528,-93.2504,15,10821,0,0,0,0.0,1.1431595380157964
30,-61.0528,-93.2504,20,19717,0,1,0,7.10398817896367e-06,1.1400693349246267
31,-61.0528,-93.2504,25,28019,0,26,0,0.00012626691855298111,1.1360720304206144
32,-61.0528,-93.2504,30,36458,0,80,0,0.00030104047112833733,1.1371916687049615
33,-61.0528,-93.2504,35,46150,0,147,0,0.0004954766687789028,1.1555527092799072
34,-61.0528,-93.2504,40,57687,0,217,0,0.0006890573251239192,1.1831781102047167
35,-61.0528,-93.2504,45,73249,0,274,0,0.0008085243250739917,1.216144519296879
36,-61.0528,-93.2504,50,91330,0,322,0,0.0008786363127836126,1.2492107280948055
