,Ex,Ey,time,superpos,ratio,super_point_different,ratio2,percentage,rho
0,-61.0528,-62.167,1,13,0,0,0,0.0,1.8666666666666667
1,-61.0528,-62.167,5,3898,0,0,0,0.0,8.987704918032787
2,-61.0528,-62.167,10,28487,0,0,0,0.0,11.362677337213531
3,-61.0528,-62.167,15,78508,0,0,0,0.0,12.37962023481664
4,-61.0528,-62.167,20,146526,0,2,0,0.0001575299306868305,12.541115311909262
5,-61.0528,-62.167,25,213524,0,32,0,0.0016905277616355856,12.28025780548365
6,-61.0528,-62.167,30,275438,0,136,0,0.005417894988447135,11.972751175205163
7,-61.0528,-62.167,35,313228,0,181,0,0.006519233539835759,12.281803774672237
8,-61.0528,-62.167,40,341086,0,229,0,0.007729435987443886,12.512674249839673
9,-61.0528,-62.167,45,378261,0,308,0,0.009672759248790906,12.879310344827585
10,-61.0528,-62.167,50,421384,0,398,0,0.011604175170563882,13.285964196163041
11,-61.0528,-62.167,55,467562,0,460,0,0.012419006479481642,13.62316414686825
12,-61.0528,-62.167,60,514409,0,521,0,0.013069763941499637,13.90442264756792
13,-61.0528,-77.7087,1,13,0,0,0,0.0,1.8666666666666667
14,-61.0528,-77.7087,5,3892,0,0,0,0.0,8.878542510121457
15,-61.0528,-77.7087,10,28488,0,0,0,0.0,11.366812227074236
16,-61.0528,-77.7087,15,78481,0,0,0,0.0,12.33136009240543
17,-61.0528,-77.7087,20,146530,0,20,0,0.001575795776867318,12.545067759218405
18,-61.0528,-77.7087,25,213611,0,138,0,0.0073240632629232565,12.336959983016666
19,-61.0528,-77.7087,30,275706,0,387,0,0.015583474269147137,12.101956994443102
20,-61.0528,-77.7087,35,313637,0,546,0,0.019959787972948274,12.465435934929628
21,-61.0528,-77.7087,40,341623,0,736,0,0.025300790649707805,12.743657614300448
22,-61.0528,-77.7087,45,378885,0,904,0,0.028957652636299572,13.136748029982702
23,-61.0528,-77.7087,50,422065,0,1065,0,0.031680399797721394,13.555106047535473
24,-61.0528,-77.7087,55,468348,0,1218,0,0.033596292822860925,13.918519335797429
25,-61.0528,-77.7087,60,515276,0,1357,0,0.03479844086572982,14.213560365165659
26,-61.0528,-93.2504,1,13,0,0,0,0.0,1.8666666666666667
27,-61.0528,-93.2504,5,3906,0,0,0,0.0,9.1375
28,-61.0528,-93.2504,10,28509,0,0,0,0.0,11.454345434543454
29,-61.0528,-93.2504,15,78519,0,2,0,0.00029036004645760743,12.399390243902438
30,-61.0528,-93.2504,20,146644,0,125,0,0.009937986961361106,12.658769279694704
31,-61.0528,-93.2504,25,214022,0,512,0,0.027779284900439478,12.612066626878628
32,-61.0528,-93.2504,30,276500,0,1144,0,0.0475873544093178,12.501663893510816
33,-61.0528,-93.2504,35,314703,0,1555,0,0.059150214918787324,12.970900376583362
34,-61.0528,-93.2504,40,342987,0,2003,0,0.0722426603188343,13.370590781216187
35,-61.0528,-93.2504,45,380519,0,2424,0,0.08193618171984857,13.862324229313142
36,-61.0528,-93.2504,50,423914,0,2806,0,0.08832787710904054,14.34405691261647
37,-61.0528,-93.2504,55,470402,0,3134,0,0.0916374269005848,14.754444444444445
38,-61.0528,-93.2504,60,517512,0,3484,0,0.09477693144722525,15.078128400435256
39,-61.0528,-108.7922,1,13,0,0,0,0.0,1.8666666666666667
40,-61.0528,-108.7922,5,3900,0,0,0,0.0,9.024691358024691
41,-61.0528,-108.7922,10,28501,0,21,0,0.007678244972577696,11.420840950639853
42,-61.0528,-108.7922,15,78710,0,174,0,0.025981782887860235,12.753023741974019
43,-61.0528,-108.7922,20,147185,0,672,0,0.055827864085735646,13.22771454681399
44,-61.0528,-108.7922,25,215153,0,1523,0,0.08803468208092485,13.436589595375722
45,-61.0528,-108.7922,30,278079,0,2562,0,0.11406437825564311,13.380526245492186
46,-61.0528,-108.7922,35,316601,0,3278,0,0.13439383379115247,13.98023861260301
47,-61.0528,-108.7922,40,345217,0,3981,0,0.15614213994352055,14.540045497332915
48,-61.0528,-108.7922,45,383129,0,4697,0,0.174130644324164,15.203640542744866
49,-61.0528,-108.7922,50,426959,0,5389,0,0.18761967761027748,15.864707725516137
50,-61.0528,-108.7922,55,473861,0,6042,0,0.1965453303405875,16.414625418821768
51,-61.0528,-108.7922,60,521317,0,6595,0,0.20012137763617052,16.819056288878773
52,-61.0528,-124.3339,1,18,0,3,0,0.3,2.8
53,-61.0528,-124.3339,5,3981,0,68,0,0.16790123456790124,10.829629629629629
54,-61.0528,-124.3339,10,28834,0,333,0,0.13863447127393838,13.004163197335554
55,-61.0528,-124.3339,15,79297,0,756,0,0.1237315875613748,13.97823240589198
56,-61.0528,-124.3339,20,148097,0,1471,0,0.1322247191011236,14.31208988764045
57,-61.0528,-124.3339,25,216274,0,2495,0,0.15421225044811174,14.367575251869708
58,-61.0528,-124.3339,30,279436,0,3600,0,0.17058377558756635,14.24090219863533
59,-61.0528,-124.3339,35,318238,0,4343,0,0.19086753977322668,14.98602443526413
60,-61.0528,-124.3339,40,347103,0,5022,0,0.21270648030495554,15.701524777636594
