,Ex,Ey,time,superpos,ratio,super_point_different,ratio2,percentage,rho
0,-61.0528,-62.167,1,10,0,0,0,0.0,1.588235294117647
1,-61.0528,-62.167,3,657,0,0,0,0.0,6.972727272727273
2,-61.0528,-62.167,5,2808,0,0,0,0.0,9.139130434782608
3,-61.0528,-62.167,10,20701,0,1,0,0.0004950495049504951,11.248019801980199
4,-61.0528,-62.167,15,58852,0,3,0,0.0005824111822947001,12.425354300135895
5,-61.0528,-62.167,20,111659,0,79,0,0.008116716325901573,12.472207952327134
6,-61.0528,-62.167,25,163969,0,306,0,0.021070026853955794,12.290298147765613
7,-61.0528,-62.167,30,214656,0,683,0,0.03511207073822743,12.035163479333745
8,-61.0528,-62.167,35,250590,0,761,0,0.03463183762628561,12.403931919541277
9,-61.0528,-62.167,40,283556,0,787,0,0.032530070681602116,12.720580333154219
10,-61.0528,-62.167,45,327262,0,811,0,0.030229610854331297,13.198523930222155
11,-61.0528,-62.167,50,378145,0,833,0,0.02790058949624866,13.665628349410504
12,-61.0528,-62.167,55,432497,0,860,0,0.026024329722205412,14.087726199842644
13,-61.0528,-62.167,60,487505,0,897,0,0.024598255909614435,14.36875445620578
14,-61.0528,-77.7087,1,10,0,0,0,0.0,1.588235294117647
15,-61.0528,-77.7087,3,663,0,0,0,0.0,7.375
16,-61.0528,-77.7087,5,2807,0,0,0,0.0,9.11271676300578
17,-61.0528,-77.7087,10,20680,0,1,0,0.0004899559039686428,11.132288094071534
18,-61.0528,-77.7087,15,58814,0,4,0,0.0007708614376565812,12.334361148583541
19,-61.0528,-77.7087,20,111612,0,91,0,0.009304703476482618,12.412269938650306
20,-61.0528,-77.7087,25,163957,0,353,0,0.02428620571035432,12.28015135878913
21,-61.0528,-77.7087,30,214680,0,741,0,0.0381408276714021,12.050030883261272
22,-61.0528,-77.7087,35,250654,0,891,0,0.040666362391602005,12.440164308534916
23,-61.0528,-77.7087,40,283698,0,959,0,0.03987360192923371,12.795684171136335
24,-61.0528,-77.7087,45,327493,0,1060,0,0.0398541188855886,13.31315561905478
25,-61.0528,-77.7087,50,378472,0,1171,0,0.03965593145721155,13.816959599038233
26,-61.0528,-77.7087,55,432868,0,1286,0,0.039357306809487375,14.247681713848507
27,-61.0528,-77.7087,60,488005,0,1380,0,0.038369571261747205,14.568509147528221
28,-61.0528,-93.2504,1,10,0,0,0,0.0,1.588235294117647
29,-61.0528,-93.2504,3,662,0,0,0,0.0,7.304761904761905
30,-61.0528,-93.2504,5,2804,0,0,0,0.0,9.034383954154729
31,-61.0528,-93.2504,10,20703,0,2,0,0.0009910802775024777,11.259167492566897
32,-61.0528,-93.2504,15,58850,0,8,0,0.0015524936929943722,12.42053172908985
33,-61.0528,-93.2504,20,111699,0,140,0,0.01444341277210358,12.52367688022284
34,-61.0528,-93.2504,25,164158,0,497,0,0.034672805916003906,12.452351053439376
35,-61.0528,-93.2504,30,215051,0,1048,0,0.05499291598887548,12.284619824736318
36,-61.0528,-93.2504,35,251256,0,1427,0,0.06697015205556599,12.791627557724798
37,-61.0528,-93.2504,40,284555,0,1767,0,0.07618349573165474,13.268474605501423
38,-61.0528,-93.2504,45,328609,0,2130,0,0.0835916957733213,13.896236411443821
39,-61.0528,-93.2504,50,379843,0,2483,0,0.08818097876269622,14.489700973080474
40,-61.0528,-93.2504,55,434483,0,2818,0,0.09072762395363812,14.98850611719253
41,-61.0528,-93.2504,60,489793,0,3136,0,0.09175493007197613,15.330651296155422
42,-61.0528,-108.7922,1,9,0,0,0,0.0,1.5
43,-61.0528,-108.7922,3,660,0,0,0,0.0,7.168224299065421
44,-61.0528,-108.7922,5,2803,0,0,0,0.0,9.008571428571429
45,-61.0528,-108.7922,10,20727,0,10,0,0.0050150451354062184,11.39468405215647
46,-61.0528,-108.7922,15,58880,0,23,0,0.004489556900253757,12.49326566464962
47,-61.0528,-108.7922,20,111858,0,274,0,0.028739249003566184,12.73253618628068
48,-61.0528,-108.7922,25,164563,0,842,0,0.06044942206906454,12.814415966688204
49,-61.0528,-108.7922,30,215700,0,1641,0,0.08914602346805736,12.717731421121252
50,-61.0528,-108.7922,35,252271,0,2368,0,0.11669048440348889,13.431429556990095
51,-61.0528,-108.7922,40,286096,0,3196,0,0.14760079434720363,14.212764974830277
52,-61.0528,-108.7922,45,330605,0,3965,0,0.16883116883116883,15.07728337236534
53,-61.0528,-108.7922,50,382279,0,4712,0,0.183189487598165,15.861946971464116
54,-61.0528,-108.7922,55,437332,0,5357,0,0.18989046825706285,16.502180000708943
55,-61.0528,-108.7922,60,493019,0,5962,0,0.192620832256397,16.928502196950117
56,-61.0528,-124.3339,1,16,0,5,0,0.45454545454545453,2.4545454545454546
57,-61.0528,-124.3339,3,675,0,12,0,0.13043478260869565,8.33695652173913
58,-61.0528,-124.3339,5,2829,0,20,0,0.06172839506172839,9.731481481481481
59,-61.0528,-124.3339,10,20755,0,35,0,0.01780264496439471,11.556968463886063
60,-61.0528,-124.3339,15,58890,0,51,0,0.00997457461372971,12.51769998044201
61,-61.0528,-124.3339,20,111988,0,359,0,0.03817524457677584,12.90854955338154
62,-61.0528,-124.3339,25,164794,0,1049,0,0.07658052270404439,13.03051540370857
63,-61.0528,-124.3339,30,216170,0,1946,0,0.10848478091203033,13.050953283532166
64,-61.0528,-124.3339,35,253079,0,2756,0,0.14144213497562227,13.988401334359764
65,-61.0528,-124.3339,40,287230,0,3643,0,0.17754276524197085,14.998245528534529
66,-61.0528,-124.3339,45,332195,0,4598,0,0.21000228362639872,16.172185430463575
67,-61.0528,-124.3339,50,384387,0,5595,0,0.23693571610061828,17.27792834759041
68,-61.0528,-124.3339,55,439887,0,6610,0,0.25763953850951044,18.145579981290926
69,-61.0528,-124.3339,60,495968,0,7496,0,0.2676856051137378,18.711245223726028
70,-76.316,-62.167,1,10,0,0,0,0.0,1.588235294117647
71,-76.316,-62.167,3,657,0,0,0,0.0,6.972727272727273
72,-76.316,-62.167,5,2807,0,0,0,0.0,9.11271676300578
73,-76.316,-62.167,10,20710,0,1,0,0.0004972650422675286,11.298359025360517
74,-76.316,-62.167,15,58895,0,59,0,0.011550509005481598,12.529953014878622
75,-76.316,-62.167,20,111953,0,359,0,0.03803369000953491,12.860684394533319
76,-76.316,-62.167,25,164582,0,876,0,0.0629762760603882,12.831919482386771
77,-76.316,-62.167,30,215579,0,1544,0,0.08332883587889255,12.634680770683794
78,-76.316,-62.167,35,251617,0,1706,0,0.08144364348116676,13.012078101876163
79,-76.316,-62.167,40,284589,0,1734,0,0.07487046632124353,13.287953367875648
80,-76.316,-62.167,45,328255,0,1768,0,0.06843429456164118,13.705825430617379
81,-76.316,-62.167,50,379204,0,1825,0,0.06337465708233496,14.168177240684793
82,-76.316,-62.167,55,433588,0,1908,0,0.05970896573306212,14.568705992802379
83,-76.316,-62.167,60,488719,0,2047,0,0.05806762736865993,14.863582208101668
84,-76.316,-77.7087,1,11,0,0,0,0.0,1.6875
85,-76.316,-77.7087,3,660,0,0,0,0.0,7.168224299065421
86,-76.316,-77.7087,5,2806,0,0,0,0.0,9.086455331412104
87,-76.316,-77.7087,10,20704,0,1,0,0.0004957858205255329,11.264749628160635
88,-76.316,-77.7087,15,58891,0,62,0,0.012128325508607199,12.520148669796557
89,-76.316,-77.7087,20,111908,0,363,0,0.03827498945592577,12.799662589624631
90,-76.316,-77.7087,25,164586,0,928,0,0.06673378397813894,12.835610527829713
91,-76.316,-77.7087,30,215634,0,1603,0,0.08677059651401971,12.672296200064956
92,-76.316,-77.7087,35,251703,0,1824,0,0.08743588514452806,13.065720722880016
93,-76.316,-77.7087,40,284747,0,1905,0,0.0828188853143205,13.379227893226677
94,-76.316,-77.7087,45,328547,0,2029,0,0.07943467877696433,13.862506361821243
95,-76.316,-77.7087,50,379605,0,2189,0,0.07708832229891534,14.368256092407382
96,-76.316,-77.7087,55,434066,0,2366,0,0.07516599421800045,14.789941862312164
97,-76.316,-77.7087,60,489302,0,2566,0,0.07401424904092994,15.113530820040959
98,-76.316,-93.2504,1,11,0,0,0,0.0,1.6875
99,-76.316,-93.2504,3,661,0,0,0,0.0,7.235849056603773
100,-76.316,-93.2504,5,2813,0,0,0,0.0,9.273529411764706
101,-76.316,-93.2504,10,20714,0,1,0,0.0004982561036372695,11.320876930742402
